product_id,product_name,category,subcategory,price,cost,brand,stock_quantity,created_date
328,Ameliorated next generation installation Decor,Home & Living,Decor,304.32,206.22,"Smith, Hall and Brown",120,2022-06-13
329,Fully-configurable radical superstructure Decor,Home & Living,Decor,80.09,48.69,"Collins, Mullins and Rodriguez",164,2022-12-26
330,Seamless eco-centric conglomeration Kitchen,Home & Living,Kitchen,95.36,64.39,Walters and Sons,259,2022-12-29
331,Ergonomic mobile infrastructure Decor,Home & Living,Decor,101.75,65.92,Ramos Ltd,116,2022-06-28
332,Pre-emptive methodical knowledge user Kitchen,Home & Living,Kitchen,382.92,219.14,Gonzalez-Petersen,27,2022-08-24
333,Devolved 5thgeneration utilization Bedding,Home & Living,Bedding,407.76,216.46,Johnson LLC,488,2022-03-29
334,Object-based reciprocal superstructure Bedding,Home & Living,Bedding,456.02,190.28,Salinas-Cook,177,2022-09-02
335,Implemented zero administration data-warehouse Furniture,Home & Living,Furniture,551.97,231.62,Knight PLC,368,2022-05-22
336,Optional logistical model Decor,Home & Living,Decor,758.93,469.27,Alexander Ltd,365,2022-11-03
337,Seamless human-resource capability Bedding,Home & Living,Bedding,569.29,388.73,Baker and Sons,202,2022-04-21
338,Polarized mobile application Decor,Home & Living,Decor,439.95,265.03,Shannon-Roy,169,2022-04-30
339,Switchable static time-frame Bedding,Home & Living,Bedding,132.5,74.45,Ward-Booker,348,2022-10-28
340,Assimilated global standardization Furniture,Home & Living,Furniture,777.29,323.27,"Miller, Brown and White",386,2022-07-03
341,Multi-lateral foreground synergy Furniture,Home & Living,Furniture,624.2,262.98,Harris-Hughes,32,2022-09-29
342,Versatile motivating protocol Kitchen,Home & Living,Kitchen,591.39,280.7,Johnson PLC,307,2022-04-02
343,Ameliorated 5thgeneration structure Furniture,Home & Living,Furniture,526.54,288.8,Black LLC,61,2022-06-19
344,Monitored interactive task-force Furniture,Home & Living,Furniture,757.99,433.72,"Bell, Blanchard and Palmer",485,2022-12-17
345,Synergistic disintermediate software Bedding,Home & Living,Bedding,317.41,172.14,Jones LLC,433,2022-06-25
346,Front-line 6thgeneration utilization Furniture,Home & Living,Furniture,262.73,119.08,"Wilson, Valenzuela and Russell",220,2022-05-10
347,Front-line optimal intranet Furniture,Home & Living,Furniture,163.96,85.33,"Mclaughlin, Rodriguez and Miles",116,2022-06-29
348,De-engineered dedicated productivity Furniture,Home & Living,Furniture,284.98,178.27,"Boyd, Bush and Jones",268,2022-05-12
349,Expanded methodical challenge Furniture,Home & Living,Furniture,785.97,328.33,"Ray, Jones and Evans",191,2022-02-18
350,Enhanced 5thgeneration contingency Furniture,Home & Living,Furniture,771.61,431.13,Adams-Davis,2,2022-06-17
351,Future-proofed multi-tasking Graphical User Interface Haircare,Beauty,Haircare,13.87,9.31,Allen LLC,288,2022-07-11
352,Centralized national standardization Makeup,Beauty,Makeup,36.39,21.33,"Rogers, Salinas and Schneider",93,2022-10-02
353,Pre-emptive fault-tolerant website Haircare,Beauty,Haircare,23.58,14.26,Espinoza and Sons,79,2022-11-04
354,De-engineered actuating help-desk Makeup,Beauty,Makeup,134.8,82.49,Galvan-Wall,450,2022-04-01
355,De-engineered bottom-line interface Makeup,Beauty,Makeup,124.01,66.16,Little-Montgomery,318,2022-01-20
356,Assimilated non-volatile protocol Skincare,Beauty,Skincare,123.01,60.71,Patterson Ltd,149,2022-02-25
357,Enhanced upward-trending groupware Makeup,Beauty,Makeup,92.61,41.69,"Watson, Edwards and Stokes",51,2022-09-12
358,Reactive modular challenge Makeup,Beauty,Makeup,149.63,101.15,Alvarado PLC,480,2022-08-21
359,Advanced leadingedge superstructure Fragrance,Beauty,Fragrance,119.77,81.83,"Stewart, Scott and Holland",342,2022-10-11
360,Innovative leadingedge synergy Haircare,Beauty,Haircare,44.47,19.67,"Murphy, Oneill and Graves",491,2022-09-09
361,User-centric system-worthy application Fragrance,Beauty,Fragrance,15.82,6.61,Nelson-Pugh,471,2022-09-03
362,Grass-roots multi-tasking array Skincare,Beauty,Skincare,128.69,54.99,"Waller, Lawrence and Fuller",335,2022-06-14
363,Optimized incremental system engine Fragrance,Beauty,Fragrance,115.97,68.77,Combs Ltd,144,2022-06-14
364,Expanded contextually-based product Fragrance,Beauty,Fragrance,116.89,57.03,Sweeney LLC,320,2022-08-07
365,Balanced object-oriented attitude Fragrance,Beauty,Fragrance,62.79,34.35,"Snow, Mason and Nelson",251,2022-02-23
366,Enterprise-wide bottom-line superstructure Fragrance,Beauty,Fragrance,95.35,46.89,Booker-Copeland,402,2022-05-28
367,Triple-buffered system-worthy workforce Skincare,Beauty,Skincare,36.33,15.5,"Medina, Davis and Gallegos",456,2022-10-28
368,Advanced 6thgeneration throughput Makeup,Beauty,Makeup,99.73,62.01,Stephens Ltd,273,2022-01-15
369,Universal empowering data-warehouse Haircare,Beauty,Haircare,63.89,32.3,"Barrett, Hampton and Thomas",275,2022-01-27
370,Switchable reciprocal middleware Makeup,Beauty,Makeup,81.22,49.08,Wilson-Webster,22,2022-04-20
371,Persistent leadingedge paradigm Fragrance,Beauty,Fragrance,143.0,95.48,Wilkins LLC,364,2022-06-13
372,Devolved neutral instruction set Makeup,Beauty,Makeup,79.34,45.33,Fletcher LLC,313,2022-01-08
373,Public-key exuding monitoring Fragrance,Beauty,Fragrance,38.84,23.57,Boyer-Meyer,473,2022-05-29
374,Face-to-face stable open architecture Makeup,Beauty,Makeup,102.34,69.04,Thompson LLC,169,2022-04-01
375,Switchable background customer loyalty Makeup,Beauty,Makeup,62.05,40.42,Hill-Davis,22,2022-03-21
376,Open-source incremental Local Area Network Makeup,Beauty,Makeup,97.05,46.34,Reed Inc,472,2022-08-05
377,Realigned full-range application Haircare,Beauty,Haircare,38.68,25.67,Tate-Welch,377,2022-05-20
378,Advanced clear-thinking matrix Skincare,Beauty,Skincare,68.22,35.75,"Chapman, Garcia and Petersen",142,2022-04-08
379,Persistent systemic forecast Haircare,Beauty,Haircare,94.02,55.28,Brown-Bradford,202,2022-01-22
380,Intuitive radical hardware Makeup,Beauty,Makeup,102.81,48.0,Johnson Ltd,326,2022-02-28
381,Re-engineered directional orchestration Makeup,Beauty,Makeup,136.31,74.5,"Hoffman, Curry and Nelson",93,2022-10-02
382,Phased directional groupware Makeup,Beauty,Makeup,142.09,67.77,"Reid, Wilson and Jackson",348,2022-12-22
383,Total stable structure Haircare,Beauty,Haircare,85.08,41.3,Sparks LLC,291,2022-05-14
384,Function-based fresh-thinking task-force Skincare,Beauty,Skincare,65.29,43.46,Harris-Obrien,103,2022-02-14
385,Realigned interactive definition Fragrance,Beauty,Fragrance,38.11,21.17,Hendricks-Colon,18,2022-08-29
386,Multi-lateral well-modulated challenge Skincare,Beauty,Skincare,25.6,10.53,Harris Ltd,198,2022-04-05
387,De-engineered contextually-based architecture Skincare,Beauty,Skincare,43.85,25.63,Martinez LLC,224,2022-03-15
388,Exclusive real-time core Skincare,Beauty,Skincare,102.8,56.65,"Allen, Lang and Warner",498,2022-04-07
389,Multi-tiered web-enabled monitoring Haircare,Beauty,Haircare,16.13,6.52,Griffin LLC,78,2022-06-24
390,Face-to-face homogeneous hub Makeup,Beauty,Makeup,59.02,27.16,Herrera-Clark,329,2022-01-29
391,Optional optimal process improvement Fragrance,Beauty,Fragrance,31.43,15.32,Coleman-Nolan,32,2022-04-26
392,Monitored grid-enabled productivity Makeup,Beauty,Makeup,57.02,35.14,Hardy Group,12,2022-08-14
393,Organized asynchronous function Makeup,Beauty,Makeup,94.23,45.83,"Phillips, Ellis and Jackson",82,2022-03-15
394,Total motivating methodology Haircare,Beauty,Haircare,17.94,10.86,"Baker, Jones and Cummings",209,2022-09-23
395,Realigned needs-based core Skincare,Beauty,Skincare,96.6,43.56,Ramirez Group,477,2022-06-14
396,Front-line 6thgeneration analyzer Skincare,Beauty,Skincare,30.09,12.97,Cunningham PLC,119,2022-01-04
397,Mandatory responsive artificial intelligence Skincare,Beauty,Skincare,88.78,57.18,Medina and Sons,393,2022-10-18
398,Monitored content-based Internet solution Makeup,Beauty,Makeup,116.7,47.91,"Adams, Lee and Poole",279,2022-02-07
399,De-engineered value-added website Fragrance,Beauty,Fragrance,141.21,83.8,"Soto, Dean and White",144,2022-12-18
400,Business-focused maximized moratorium Fragrance,Beauty,Fragrance,72.95,45.55,Chandler-Flores,349,2022-09-09
401,Integrated even-keeled function Haircare,Beauty,Haircare,58.32,40.61,"Smith, Lucas and Bryant",232,2022-09-03
402,Persistent real-time time-frame Fragrance,Beauty,Fragrance,85.1,43.23,Nelson-Morgan,73,2022-05-27
403,Up-sized coherent array Makeup,Beauty,Makeup,144.83,74.81,Marshall PLC,131,2022-03-24
404,Customer-focused intermediate structure Skincare,Beauty,Skincare,70.44,34.51,Henson Ltd,21,2022-08-24
405,Vision-oriented interactive product Makeup,Beauty,Makeup,148.25,64.86,Martinez Ltd,320,2022-06-30
406,Phased client-driven matrix Fragrance,Beauty,Fragrance,68.96,36.23,Morgan LLC,375,2022-08-20
407,Compatible uniform capability Fragrance,Beauty,Fragrance,74.89,37.55,Martinez-Rivas,340,2022-07-24
408,Realigned 6thgeneration core Makeup,Beauty,Makeup,44.44,27.28,Pineda and Sons,291,2022-04-10
409,Phased reciprocal architecture Haircare,Beauty,Haircare,136.05,76.8,"Reyes, Caldwell and Norton",391,2022-07-29
410,Open-architected grid-enabled hardware Haircare,Beauty,Haircare,39.89,17.65,Lyons-Moreno,55,2022-10-05
411,Distributed value-added superstructure Fragrance,Beauty,Fragrance,52.04,33.82,"Strickland, Velez and Fleming",396,2022-11-16
412,Implemented 24/7 project Skincare,Beauty,Skincare,37.92,19.01,Koch-Garza,455,2022-03-22
413,Synergized intermediate throughput Fragrance,Beauty,Fragrance,35.24,18.78,"Carter, Savage and Thompson",355,2022-04-16
414,Visionary system-worthy frame Makeup,Beauty,Makeup,48.26,30.1,"Gilmore, Washington and Newman",288,2022-03-21
415,Public-key eco-centric alliance Fragrance,Beauty,Fragrance,90.51,57.95,Rasmussen-Bowman,77,2022-07-30
416,Secured contextually-based model Fragrance,Beauty,Fragrance,44.4,27.6,Patton-Johnson,390,2022-09-07
417,Phased impactful analyzer Skincare,Beauty,Skincare,104.67,66.58,Reed-Perry,43,2022-01-11
418,Multi-layered value-added matrix Skincare,Beauty,Skincare,56.41,24.09,Garcia-Cuevas,476,2022-07-02
419,Face-to-face dynamic implementation Makeup,Beauty,Makeup,144.11,70.94,White-Zavala,33,2022-07-05
420,Intuitive uniform structure Haircare,Beauty,Haircare,91.68,59.45,Rice PLC,243,2022-06-23
421,Cross-platform foreground definition Haircare,Beauty,Haircare,52.45,33.6,Gonzalez-Jennings,81,2022-03-19
422,De-engineered human-resource customer loyalty Fragrance,Beauty,Fragrance,26.58,17.89,"Turner, Sanchez and Mendez",209,2022-03-23
423,Polarized full-range matrices Fragrance,Beauty,Fragrance,107.98,52.3,"Cooper, Taylor and Tran",434,2022-05-08
424,Focused optimal instruction set Makeup,Beauty,Makeup,137.29,58.91,Davis-Walsh,20,2022-03-11
425,Synchronized exuding flexibility Fragrance,Beauty,Fragrance,63.11,28.47,"Pham, Jackson and King",10,2022-10-28
426,Robust asymmetric task-force Equipment,Sports,Equipment,300.75,136.71,Kramer PLC,457,2022-01-11
427,Robust discrete matrix Activewear,Sports,Activewear,445.09,309.94,Mckee Group,453,2022-07-09
428,Open-source transitional matrices Outdoor,Sports,Outdoor,84.77,41.54,Wise Group,201,2022-03-18
429,Cross-group high-level challenge Outdoor,Sports,Outdoor,481.56,238.95,Peck LLC,364,2022-02-12
430,Digitized grid-enabled knowledge user Equipment,Sports,Equipment,27.66,18.46,Howell Group,213,2022-03-28
431,Horizontal composite hierarchy Activewear,Sports,Activewear,112.17,54.3,"Schmidt, Townsend and Nielsen",266,2022-01-13
432,Ameliorated holistic info-mediaries Activewear,Sports,Activewear,454.79,189.01,"French, Jones and Flynn",122,2022-12-25
433,Compatible 24/7 projection Activewear,Sports,Activewear,235.49,124.78,"Marsh, Rodriguez and Flores",20,2022-05-20
434,Team-oriented disintermediate Internet solution Equipment,Sports,Equipment,336.52,168.22,Webb-Miller,16,2022-03-08
435,Centralized cohesive emulation Fitness,Sports,Fitness,372.63,151.2,"Diaz, Tyler and Klein",194,2022-04-13
436,Grass-roots value-added database Equipment,Sports,Equipment,206.43,125.63,Park-Warren,138,2022-12-23
437,Grass-roots scalable open architecture Activewear,Sports,Activewear,196.06,108.57,Brown and Sons,401,2022-08-06
438,Ergonomic exuding success Activewear,Sports,Activewear,83.52,42.08,"Gibson, Barnes and Joseph",133,2022-10-10
439,Innovative responsive customer loyalty Equipment,Sports,Equipment,155.19,65.95,Wolfe and Sons,230,2022-12-10
440,Pre-emptive zero tolerance concept Activewear,Sports,Activewear,433.51,289.91,Robinson and Sons,11,2022-03-07
441,Visionary reciprocal frame Outdoor,Sports,Outdoor,55.72,28.53,"Rhodes, Johnson and Harris",78,2022-10-20
442,Secured well-modulated process improvement Fitness,Sports,Fitness,434.57,175.09,Barnes Inc,6,2022-06-24
443,Virtual discrete software Fitness,Sports,Fitness,95.0,55.84,"Wilson, Vega and Bowers",446,2022-08-24
444,Down-sized holistic access Activewear,Sports,Activewear,397.34,171.55,Mitchell Ltd,62,2022-01-29
445,Virtual methodical service-desk Outdoor,Sports,Outdoor,460.64,312.3,Gordon and Sons,95,2022-02-16
446,Open-architected client-driven service-desk Fitness,Sports,Fitness,227.83,137.99,Murphy Inc,107,2022-01-26
447,Optimized regional migration Equipment,Sports,Equipment,173.79,97.11,Perez LLC,243,2022-04-12
448,User-centric fresh-thinking challenge Outdoor,Sports,Outdoor,245.22,151.91,Griffin-Smith,303,2022-02-01
449,Distributed neutral budgetary management Outdoor,Sports,Outdoor,263.64,111.75,"Huffman, Baker and Collins",498,2022-04-12
450,Virtual bi-directional structure Outdoor,Sports,Outdoor,441.52,252.83,"Woods, House and Adams",96,2022-12-25
451,Switchable leadingedge website Fitness,Sports,Fitness,110.34,72.23,Ellis-Murray,387,2022-04-27
452,Digitized logistical time-frame Equipment,Sports,Equipment,324.94,187.72,Baker-Johnson,307,2022-07-31
453,Stand-alone user-facing alliance Activewear,Sports,Activewear,124.76,59.3,Murphy and Sons,176,2022-05-04
454,Monitored explicit productivity Fitness,Sports,Fitness,334.32,230.83,Robbins LLC,128,2022-05-25
455,User-friendly optimizing architecture Fitness,Sports,Fitness,49.58,27.18,"Morales, Richard and Espinoza",462,2022-01-31
456,Assimilated transitional monitoring Equipment,Sports,Equipment,58.38,36.74,Welch-Carter,366,2022-08-17
457,Realigned human-resource challenge Fitness,Sports,Fitness,172.83,109.13,Patel-Miller,468,2022-07-05
458,Front-line foreground neural-net Fitness,Sports,Fitness,293.22,181.25,"Jackson, Lee and Deleon",163,2022-08-19
459,Fully-configurable local leverage Equipment,Sports,Equipment,197.81,96.94,"Johnson, Davis and Flores",250,2022-06-10
460,Stand-alone secondary array Outdoor,Sports,Outdoor,129.49,58.42,Peters-Mcdonald,353,2022-06-30
461,Grass-roots maximized throughput Equipment,Sports,Equipment,442.39,220.01,"Campbell, Mckenzie and Hill",407,2022-07-26
462,Reduced methodical function Equipment,Sports,Equipment,237.04,104.92,"Romero, Warner and Brown",384,2022-07-17
463,User-friendly even-keeled Graphic Interface Fitness,Sports,Fitness,439.21,279.55,"Hernandez, Jones and Jones",195,2022-11-20
464,Focused demand-driven hub Equipment,Sports,Equipment,195.54,103.7,Lopez-Wise,418,2022-12-05
465,Face-to-face background productivity Outdoor,Sports,Outdoor,304.61,138.65,"Hoffman, Murphy and Miller",48,2022-01-09
466,Self-enabling methodical project Equipment,Sports,Equipment,91.95,46.08,Wolfe-Richardson,11,2022-09-12
467,Multi-lateral multimedia Graphic Interface Outdoor,Sports,Outdoor,165.69,113.76,Johnson Inc,281,2022-05-23
468,Quality-focused value-added leverage Outdoor,Sports,Outdoor,253.54,156.46,"Frye, Cuevas and Leonard",221,2022-08-11
469,Managed regional workforce Equipment,Sports,Equipment,485.17,202.77,Robinson and Sons,492,2022-02-24
470,Horizontal zero administration installation Activewear,Sports,Activewear,358.89,209.0,Johnson LLC,72,2022-05-01
471,Innovative leadingedge infrastructure Equipment,Sports,Equipment,405.74,212.97,"Clark, Rojas and Knapp",6,2022-06-07
472,Total 5thgeneration ability Outdoor,Sports,Outdoor,182.52,90.02,Jackson PLC,316,2022-08-08
473,Ameliorated disintermediate orchestration Fitness,Sports,Fitness,307.58,171.9,West and Sons,174,2022-07-11
474,Visionary homogeneous policy Activewear,Sports,Activewear,291.36,157.93,"Myers, Lee and Nelson",9,2022-08-17
475,Integrated optimal hardware Equipment,Sports,Equipment,138.13,94.39,Murphy-Callahan,352,2022-04-30
476,Switchable zero administration monitoring Comics,Books,Comics,41.05,23.25,Webb LLC,295,2022-06-19
477,Reactive 24hour workforce Non-fiction,Books,Non-fiction,48.55,30.8,Orozco Group,293,2022-04-28
478,Enterprise-wide 6thgeneration capability Non-fiction,Books,Non-fiction,42.16,20.01,Casey-Robinson,288,2022-08-29
479,Multi-lateral coherent moratorium Educational,Books,Educational,29.46,12.63,Jenkins Inc,384,2022-03-17
480,Cross-platform directional benchmark Educational,Books,Educational,11.41,6.24,Garcia-Jones,308,2022-05-17
481,Total tertiary product Comics,Books,Comics,24.36,11.16,"Medina, Flores and Dixon",394,2022-05-22
482,Organic composite complexity Educational,Books,Educational,43.61,18.22,Heath PLC,126,2022-04-25
483,Operative needs-based application Fiction,Books,Fiction,21.74,14.08,Walter Inc,247,2022-10-15
484,Streamlined executive info-mediaries Educational,Books,Educational,48.18,26.28,Bradley Inc,160,2022-11-06
485,Quality-focused background Internet solution Non-fiction,Books,Non-fiction,42.61,25.3,"Rodriguez, Dyer and Flores",490,2022-11-02
486,Networked zero administration projection Fiction,Books,Fiction,20.42,8.54,"George, Marquez and Wright",453,2022-04-10
487,Customizable reciprocal policy Educational,Books,Educational,18.43,9.45,"Miller, Dawson and Dougherty",358,2022-01-06
488,Multi-channeled mission-critical toolset Educational,Books,Educational,16.58,8.1,Weber-Larson,14,2022-11-30
489,Distributed mission-critical orchestration Comics,Books,Comics,11.31,6.1,Chandler LLC,465,2022-03-17
490,Devolved composite superstructure Comics,Books,Comics,31.32,18.11,Wilson-Turner,388,2022-06-10
491,Enterprise-wide well-modulated flexibility Educational,Books,Educational,27.15,12.47,Hill Group,310,2022-08-21
492,Universal empowering hierarchy Non-fiction,Books,Non-fiction,32.63,16.21,Clarke and Sons,8,2022-03-05
493,Proactive composite conglomeration Educational,Books,Educational,31.21,15.94,"Villegas, Snyder and Jones",161,2022-07-12
494,Total intangible application Fiction,Books,Fiction,34.41,20.44,"Wilson, Martin and Copeland",202,2022-04-02
495,Compatible upward-trending approach Fiction,Books,Fiction,35.03,17.42,Bradford-Wood,387,2022-10-19
496,Open-source encompassing moderator Fiction,Books,Fiction,38.36,23.56,Martinez PLC,254,2022-02-02
497,Cross-group global circuit Non-fiction,Books,Non-fiction,14.37,8.0,Smith LLC,481,2023-01-01
498,Vision-oriented leadingedge artificial intelligence Fiction,Books,Fiction,39.7,27.46,"Ramirez, Christensen and Thompson",173,2022-02-11
499,Multi-channeled 24/7 methodology Educational,Books,Educational,39.54,21.66,Allison-Ryan,279,2022-02-01
500,Multi-layered disintermediate conglomeration Comics,Books,Comics,34.96,18.14,Bell-Jackson,79,2022-10-08
